7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.050000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.050000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,2.000000000000000111e-01,5.000000000000000000e-01,1.000000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,2.000000000000000111e-01,5.000000000000000000e-01,1.050000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,-9.899999999999999911e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.050000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,9.899999999999999911e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,9.899999999999999911e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.050000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02
7.500000000000000000e+01,1.000000000000000021e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000056e-01,9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.050000000000000000e+02
