2.544074229181300661e-02,2.604610066369751967e-02,0.000000000000000000e+00,2.479928200310749925e-02
2.544074229181039412e-02,2.604610066369758212e-02,0.000000000000000000e+00,2.479928200310859213e-02
1.471884415646746713e-01,1.531781564392541151e-01,1.461602748049506129e-01,1.521473900809888480e-01
1.471884415646746436e-01,1.531781564392532546e-01,1.461602748049507239e-01,1.521473900809907354e-01
5.888148951647098617e-02,6.399881552020474096e-02,4.470480709452519241e-02,4.885199056749768565e-02
5.888148951647247803e-02,6.399881552020328379e-02,4.470480709452529650e-02,4.885199056749824076e-02
2.438827621776042398e-01,2.718125043745064917e-01,1.896550108129229084e-01,2.121722385684728096e-01
2.438827621776057941e-01,2.718125043745064362e-01,1.896550108129231582e-01,2.121722385684734480e-01
0.000000000000000000e+00,2.910730034658905868e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.910730034658907603e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.537418129658370269e-01,1.594555583568496582e-01,1.591756690904265470e-01,1.646285291658629579e-01
1.537418129658331412e-01,1.594555583568490476e-01,1.591756690904270188e-01,1.646285291658632077e-01
5.912769221160106559e-02,6.422614713513377649e-02,4.517823617567762184e-02,4.928332943581179709e-02
5.912769221160035782e-02,6.422614713513390139e-02,4.517823617567720551e-02,4.928332943581125586e-02
2.536354513417214407e-01,2.814985728029133494e-01,2.083318513833806451e-01,2.312679400952582787e-01
2.536354513417172774e-01,2.814985728029132384e-01,2.083318513833811170e-01,2.312679400952586950e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.444027261326023520e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.444027261326020051e-02,0.000000000000000000e+00
1.389045733724837695e-01,1.022608368626823638e-01,1.320024104868695591e-01,1.365502219471437517e-01
1.389045733718629050e-01,1.022608367952294872e-01,1.320024104868695314e-01,1.365502219471406431e-01
4.179885460660224400e-02,4.528984896066244603e-02,3.021139627185779122e-02,3.272558937272897900e-02
4.179885460660322932e-02,4.528984896066338972e-02,3.021139627185788143e-02,3.272558937272827123e-02
2.439198535443254934e-01,2.701018555668405208e-01,1.959537904429518307e-01,2.168936228910511022e-01
2.439198535443274085e-01,2.701018555669397192e-01,1.959537904429520250e-01,2.168936228910511022e-01
1.840069570200483229e-01,1.797801801921506681e-01,2.304611520858594054e-01,2.278369026326646507e-01
1.840069570200237314e-01,1.797801801921505849e-01,2.304611520858589058e-01,2.278369026326644564e-01
2.273886864431708676e-01,2.304539339707337153e-01,2.618661792171870228e-01,2.640939302701739710e-01
2.273886864431749477e-01,2.304539339707326329e-01,2.618661792171865788e-01,2.640939302701740266e-01
0.000000000000000000e+00,4.880269784512417108e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.880269784512407394e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.404051626466909064e-01,3.657660973907974622e-01,3.342190377641020005e-01,3.557657665590329144e-01
3.404051626466914615e-01,3.657660973907976842e-01,3.342190377641016674e-01,3.557657665590329144e-01
2.857514892586977551e-01,2.811239351649585938e-01,2.798239635302481876e-01,2.751488305454790062e-01
2.857514892586977551e-01,2.811239351649585938e-01,2.798239635302486317e-01,2.751488305454787286e-01
3.352864375633392013e-01,3.386318734067748637e-01,3.332370701945515101e-01,3.365851613202450743e-01
3.352864375633394789e-01,3.386318734067750857e-01,3.332370701945515656e-01,3.365851613202450743e-01
6.749517635199744903e-02,7.203396897108985120e-02,5.092706069685649234e-02,5.470356195226257212e-02
6.749517635199742127e-02,7.203396897108969854e-02,5.092706069685598580e-02,5.470356195226261375e-02
4.476336927816849665e-01,4.795270384011691700e-01,3.782618798572756624e-01,4.068801574517946773e-01
4.476336927816840783e-01,4.795270384011690590e-01,3.782618798572756624e-01,4.068801574517946773e-01
2.898051418003033675e-01,2.853009355445428330e-01,2.878460109582924864e-01,2.834165340351060824e-01
2.898051418003028123e-01,2.853009355445426110e-01,2.878460109582924309e-01,2.834165340351059159e-01
3.384738179411926895e-01,3.417718957574445438e-01,3.395717718803442087e-01,3.428264300381370644e-01
3.384738179411917458e-01,3.417718957574444882e-01,3.395717718803442642e-01,3.428264300381395069e-01
6.779014612514407123e-02,7.229876545271395061e-02,5.136440451845882688e-02,5.509741389494503955e-02
6.779014612514325244e-02,7.229876545271472776e-02,5.136440451845888239e-02,5.509741389494553915e-02
4.508947655500334384e-01,4.826247429124219113e-01,3.859349684392531232e-01,4.143661269151137638e-01
4.508947655500327722e-01,4.826247429124206345e-01,3.859349684392528457e-01,4.143661269151138193e-01
2.319865273217719404e-01,2.272107392047512386e-01,1.951467886235035698e-01,1.906889309817002831e-01
2.319865273217715518e-01,2.272107392046627261e-01,1.951467886235032922e-01,1.906889309817003941e-01
2.805367767530443923e-01,2.838346024179044247e-01,2.421018463030689682e-01,2.452267232020038379e-01
2.805367767530441703e-01,2.838346024181339633e-01,2.421018463030689127e-01,2.452267232020038379e-01
0.000000000000000000e+00,4.967360879113766337e-02,0.000000000000000000e+00,3.570843334463952995e-02
0.000000000000000000e+00,4.967360879113763561e-02,0.000000000000000000e+00,3.570843334463952995e-02
3.962807408322822078e-01,4.259842425021909684e-01,3.044519526207946636e-01,3.293968341000027555e-01
3.962807408322822633e-01,4.259842425021909684e-01,3.044519526207940530e-01,3.293968341000027555e-01
2.970753902014059422e-01,2.939537480156466653e-01,3.003919141169010820e-01,2.980799754343578245e-01
2.970753902014057757e-01,2.939537480156460547e-01,3.003919141169009155e-01,2.980799754343578245e-01
3.332386681691412722e-01,3.358166458804957011e-01,3.304414504454482593e-01,3.324899357538870781e-01
3.332386681691415498e-01,3.358166458804953125e-01,3.304414504454480372e-01,3.324899357538870781e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.474965663881682598e-01,4.748053189405068708e-01,4.013497779470843185e-01,4.241512410699733726e-01
4.474965663881683153e-01,4.748053189405069263e-01,4.013497779470843185e-01,4.241512410699733726e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.376902086167534622e-01,1.442777117829833200e-01,1.366649863285856470e-01,1.432506078914728698e-01
1.376902086167534345e-01,1.442777117829839584e-01,1.366649863285855637e-01,1.432506078914729530e-01
5.046384762480195241e-02,5.634631596414742261e-02,3.790596078064115138e-02,4.265280862673041795e-02
5.046384762480343733e-02,5.634631596414964305e-02,3.790596078064104035e-02,4.265280862673099388e-02
2.003109237945099597e-01,2.304358091652733420e-01,1.549528000463707977e-01,1.788898952791748986e-01
2.003109237945099874e-01,2.304358091652731200e-01,1.549528000463716304e-01,1.788898952791752039e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.447487294160937077e-01,1.509763386241978755e-01,1.506500457629493250e-01,1.565459595227788325e-01
1.447487294160935689e-01,1.509763386241987082e-01,1.506500457629497136e-01,1.565459595227789158e-01
5.074833045636960305e-02,5.660299740265897772e-02,3.846338632516117101e-02,4.314949795260916710e-02
5.074833045636965856e-02,5.660299740266135776e-02,3.846338632516115019e-02,4.314949795260970139e-02
2.100763769888377985e-01,2.402056753527869459e-01,1.728106642684307526e-01,1.973368746065733148e-01
2.100763769888372712e-01,2.402056753527867794e-01,1.728106642684308358e-01,1.973368746065725932e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.664694272745047360e-02,4.191828414662848723e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.664694272745028625e-02,4.191828414662792518e-02
1.307219805457544570e-01,1.363854089125852154e-01,1.249329501902022022e-01,1.298160502259870230e-01
1.307219805457536799e-01,1.363854089125853541e-01,1.249329501902021189e-01,1.298160502259874671e-01
3.608232340076431011e-02,4.007345123706590462e-02,2.612167835194361895e-02,2.897298881928893344e-02
3.608232340076559380e-02,4.007345123706602952e-02,2.612167835194196056e-02,2.897298881928813200e-02
2.028731843203746832e-01,2.312803268112804400e-01,1.634596832407227418e-01,1.859036339591726150e-01
2.028731843203743501e-01,2.312803268112804400e-01,1.634596832407232692e-01,1.859036339591727260e-01
1.899474888467226896e-01,1.859221652572173034e-01,2.342335992149080226e-01,2.316668396239695282e-01
1.899474888467232725e-01,1.859221652572169425e-01,2.342335992149083279e-01,2.316668396239693895e-01
2.227918792113928459e-01,2.259446596961345310e-01,2.585569178939694512e-01,2.608224651159490870e-01
2.227918792113948443e-01,2.259446596961506570e-01,2.585569178939694512e-01,2.608224651159490870e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.003615738373405786e-01,3.281129091290064248e-01,3.005937232112834701e-01,3.238407814825551290e-01
3.003615738373403565e-01,3.281129091290064803e-01,3.005937232112830815e-01,3.238407814825555175e-01
2.922535484022612540e-01,2.878478837308210969e-01,2.863845039203253839e-01,2.819402294824358002e-01
2.922535484022619756e-01,2.878478837308210969e-01,2.863845039203252729e-01,2.819402294824352451e-01
3.302713860368022836e-01,3.337107681315334418e-01,3.282173984683877110e-01,3.316600338901760092e-01
3.302713860368030607e-01,3.337107681315337193e-01,3.282173984683882106e-01,3.316600338901762868e-01
6.027513278342316871e-02,6.528426681755328254e-02,4.488155509430871715e-02,4.907968090970431241e-02
6.027513278342360586e-02,6.528426681755335192e-02,4.488155509430871715e-02,4.907968090970452057e-02
